0,0,300,gold-crown.png,640,640
1,9,397,gold-crown.png,640,640
2,39,467,gold-crown.png,640,640
3,77,520,gold-crown.png,640,640
4,114,559,gold-crown.png,640,640
5,149,585,gold-crown.png,640,640
6,193,607,gold-crown.png,640,640
7,241,627,gold-crown.png,640,640
8,329,635,gold-crown.png,640,640
9,410,624,gold-crown.png,640,640
10,454,605,gold-crown.png,640,640
11,492,585,gold-crown.png,640,640
12,528,559,gold-crown.png,640,640
13,555,521,gold-crown.png,640,640
14,599,465,gold-crown.png,640,640
15,628,402,gold-crown.png,640,640
16,637,312,gold-crown.png,640,640
17,96,228,gold-crown.png,640,640
18,142,221,gold-crown.png,640,640
19,190,219,gold-crown.png,640,640
20,236,225,gold-crown.png,640,640
21,276,247,gold-crown.png,640,640
22,363,248,gold-crown.png,640,640
23,408,228,gold-crown.png,640,640
24,464,218,gold-crown.png,640,640
25,520,219,gold-crown.png,640,640
26,550,230,gold-crown.png,640,640
27,322,261,gold-crown.png,640,640
28,322,279,gold-crown.png,640,640
29,323,308,gold-crown.png,640,640
30,325,339,gold-crown.png,640,640
31,262,353,gold-crown.png,640,640
32,296,367,gold-crown.png,640,640
33,327,368,gold-crown.png,640,640
34,360,364,gold-crown.png,640,640
35,385,356,gold-crown.png,640,640
36,125,273,gold-crown.png,640,640
37,157,255,gold-crown.png,640,640
38,203,256,gold-crown.png,640,640
39,244,273,gold-crown.png,640,640
40,206,289,gold-crown.png,640,640
41,163,287,gold-crown.png,640,640
42,410,271,gold-crown.png,640,640
43,445,256,gold-crown.png,640,640
44,491,253,gold-crown.png,640,640
45,523,275,gold-crown.png,640,640
46,491,284,gold-crown.png,640,640
47,448,289,gold-crown.png,640,640
48,254,440,gold-crown.png,640,640
49,276,429,gold-crown.png,640,640
50,296,426,gold-crown.png,640,640
51,324,429,gold-crown.png,640,640
52,347,428,gold-crown.png,640,640
53,371,429,gold-crown.png,640,640
54,399,442,gold-crown.png,640,640
55,369,456,gold-crown.png,640,640
56,346,461,gold-crown.png,640,640
57,328,463,gold-crown.png,640,640
58,302,463,gold-crown.png,640,640
59,279,460,gold-crown.png,640,640
60,278,445,gold-crown.png,640,640
61,302,441,gold-crown.png,640,640
62,322,444,gold-crown.png,640,640
63,339,442,gold-crown.png,640,640
64,359,443,gold-crown.png,640,640
65,340,447,gold-crown.png,640,640
66,322,449,gold-crown.png,640,640
67,303,447,gold-crown.png,640,640
68,9,240,gold-crown.png,640,640
69,69,122,gold-crown.png,640,640
70,159,46,gold-crown.png,640,640
71,320,4,gold-crown.png,640,640
72,489,44,gold-crown.png,640,640
73,572,122,gold-crown.png,640,640
74,624,234,gold-crown.png,640,640
